label,family,device,precision,task,benchmark_class,n_sizes,n_front,eps_min,eps_inf,alpha,lambda_star,boot_lo,boot_hi,boot_se,R2,S_range,x_range,d_aicc,status
qwen1.5 | 1xA10 | float16 | ARC-Challenge,qwen/qwen1.5,1xA10,float16,ARC-Challenge,retired,6,6,0.48687,0.342261,0.3933,0.1966,0.1083,0.3478,0.0606,0.9953,0.629,3.347,-3.91,identified
qwen2 | 32vCPU-C7i | bfloat16 | ARC-Challenge,qwen/qwen2,32vCPU-C7i,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | BBH,qwen/qwen2,32vCPU-C7i,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | GPQA,qwen/qwen2,32vCPU-C7i,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | GSM8K,qwen/qwen2,32vCPU-C7i,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | HellaSwag,qwen/qwen2,32vCPU-C7i,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | IFEval,qwen/qwen2,32vCPU-C7i,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | MATH Lvl 5,qwen/qwen2,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | MMLU,qwen/qwen2,32vCPU-C7i,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | MMLU-PRO,qwen/qwen2,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | MuSR,qwen/qwen2,32vCPU-C7i,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | bfloat16 | Winogrande,qwen/qwen2,32vCPU-C7i,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | ARC-Challenge,qwen/qwen2,32vCPU-C7i,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | BBH,qwen/qwen2,32vCPU-C7i,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | GPQA,qwen/qwen2,32vCPU-C7i,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | GSM8K,qwen/qwen2,32vCPU-C7i,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | HellaSwag,qwen/qwen2,32vCPU-C7i,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | IFEval,qwen/qwen2,32vCPU-C7i,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | MATH Lvl 5,qwen/qwen2,32vCPU-C7i,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | MMLU,qwen/qwen2,32vCPU-C7i,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | MMLU-PRO,qwen/qwen2,32vCPU-C7i,float16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | MuSR,qwen/qwen2,32vCPU-C7i,float16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float16 | Winogrande,qwen/qwen2,32vCPU-C7i,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | ARC-Challenge,qwen/qwen2,32vCPU-C7i,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | BBH,qwen/qwen2,32vCPU-C7i,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | GPQA,qwen/qwen2,32vCPU-C7i,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | GSM8K,qwen/qwen2,32vCPU-C7i,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | HellaSwag,qwen/qwen2,32vCPU-C7i,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | IFEval,qwen/qwen2,32vCPU-C7i,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | MATH Lvl 5,qwen/qwen2,32vCPU-C7i,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | MMLU,qwen/qwen2,32vCPU-C7i,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | MMLU-PRO,qwen/qwen2,32vCPU-C7i,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | MuSR,qwen/qwen2,32vCPU-C7i,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
qwen2 | 32vCPU-C7i | float32 | Winogrande,qwen/qwen2,32vCPU-C7i,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | ARC-Challenge,google/recurrentgemma,1xA10,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | BBH,google/recurrentgemma,1xA10,bfloat16,BBH,headroom,2,2,0.84677,,,,,,,,0.117,0.392,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | GPQA,google/recurrentgemma,1xA10,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | GSM8K,google/recurrentgemma,1xA10,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | HellaSwag,google/recurrentgemma,1xA10,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | IFEval,google/recurrentgemma,1xA10,bfloat16,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,0.392,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | MATH Lvl 5,google/recurrentgemma,1xA10,bfloat16,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,0.392,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | MMLU,google/recurrentgemma,1xA10,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | MMLU-PRO,google/recurrentgemma,1xA10,bfloat16,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,0.392,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | MuSR,google/recurrentgemma,1xA10,bfloat16,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,0.392,,excluded: front shorter than six points
recurrentgemma | 1xA10 | bfloat16 | Winogrande,google/recurrentgemma,1xA10,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | ARC-Challenge,google/recurrentgemma,1xA10,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | BBH,google/recurrentgemma,1xA10,float16,BBH,headroom,2,2,0.84677,,,,,,,,0.117,0.355,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | GPQA,google/recurrentgemma,1xA10,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | GSM8K,google/recurrentgemma,1xA10,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | HellaSwag,google/recurrentgemma,1xA10,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | IFEval,google/recurrentgemma,1xA10,float16,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,0.355,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | MATH Lvl 5,google/recurrentgemma,1xA10,float16,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,0.355,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | MMLU,google/recurrentgemma,1xA10,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | MMLU-PRO,google/recurrentgemma,1xA10,float16,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,0.355,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | MuSR,google/recurrentgemma,1xA10,float16,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,0.355,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float16 | Winogrande,google/recurrentgemma,1xA10,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | ARC-Challenge,google/recurrentgemma,1xA10,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | BBH,google/recurrentgemma,1xA10,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | GSM8K,google/recurrentgemma,1xA10,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | HellaSwag,google/recurrentgemma,1xA10,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | IFEval,google/recurrentgemma,1xA10,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | MATH Lvl 5,google/recurrentgemma,1xA10,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | MMLU,google/recurrentgemma,1xA10,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | MMLU-PRO,google/recurrentgemma,1xA10,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | MuSR,google/recurrentgemma,1xA10,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xA10 | float32 | Winogrande,google/recurrentgemma,1xA10,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | ARC-Challenge,google/recurrentgemma,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | BBH,google/recurrentgemma,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | GSM8K,google/recurrentgemma,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | HellaSwag,google/recurrentgemma,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | IFEval,google/recurrentgemma,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | MATH Lvl 5,google/recurrentgemma,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | MMLU,google/recurrentgemma,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | MMLU-PRO,google/recurrentgemma,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | MuSR,google/recurrentgemma,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | bfloat16 | Winogrande,google/recurrentgemma,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | ARC-Challenge,google/recurrentgemma,1xT4,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | BBH,google/recurrentgemma,1xT4,float16,BBH,headroom,2,2,0.84677,,,,,,,,0.117,0.43,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | GPQA,google/recurrentgemma,1xT4,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | GSM8K,google/recurrentgemma,1xT4,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | HellaSwag,google/recurrentgemma,1xT4,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | IFEval,google/recurrentgemma,1xT4,float16,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,0.43,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | MATH Lvl 5,google/recurrentgemma,1xT4,float16,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,0.43,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | MMLU,google/recurrentgemma,1xT4,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | MMLU-PRO,google/recurrentgemma,1xT4,float16,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,0.43,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | MuSR,google/recurrentgemma,1xT4,float16,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,0.43,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float16 | Winogrande,google/recurrentgemma,1xT4,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | ARC-Challenge,google/recurrentgemma,1xT4,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | BBH,google/recurrentgemma,1xT4,float32,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | GSM8K,google/recurrentgemma,1xT4,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | HellaSwag,google/recurrentgemma,1xT4,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | IFEval,google/recurrentgemma,1xT4,float32,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | MATH Lvl 5,google/recurrentgemma,1xT4,float32,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | MMLU,google/recurrentgemma,1xT4,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | MMLU-PRO,google/recurrentgemma,1xT4,float32,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | MuSR,google/recurrentgemma,1xT4,float32,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 1xT4 | float32 | Winogrande,google/recurrentgemma,1xT4,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | ARC-Challenge,google/recurrentgemma,32vCPU-C7i,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | BBH,google/recurrentgemma,32vCPU-C7i,bfloat16,BBH,headroom,2,2,0.84677,,,,,,,,0.117,0.975,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | GPQA,google/recurrentgemma,32vCPU-C7i,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | GSM8K,google/recurrentgemma,32vCPU-C7i,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | HellaSwag,google/recurrentgemma,32vCPU-C7i,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | IFEval,google/recurrentgemma,32vCPU-C7i,bfloat16,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,0.975,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | MATH Lvl 5,google/recurrentgemma,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,0.975,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | MMLU,google/recurrentgemma,32vCPU-C7i,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | MMLU-PRO,google/recurrentgemma,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,0.975,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | MuSR,google/recurrentgemma,32vCPU-C7i,bfloat16,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,0.975,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | bfloat16 | Winogrande,google/recurrentgemma,32vCPU-C7i,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | ARC-Challenge,google/recurrentgemma,32vCPU-C7i,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | BBH,google/recurrentgemma,32vCPU-C7i,float16,BBH,headroom,2,2,0.84677,,,,,,,,0.117,0.945,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | GPQA,google/recurrentgemma,32vCPU-C7i,float16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | GSM8K,google/recurrentgemma,32vCPU-C7i,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | HellaSwag,google/recurrentgemma,32vCPU-C7i,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | IFEval,google/recurrentgemma,32vCPU-C7i,float16,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,0.945,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | MATH Lvl 5,google/recurrentgemma,32vCPU-C7i,float16,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,0.945,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | MMLU,google/recurrentgemma,32vCPU-C7i,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | MMLU-PRO,google/recurrentgemma,32vCPU-C7i,float16,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,0.945,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | MuSR,google/recurrentgemma,32vCPU-C7i,float16,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,0.945,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float16 | Winogrande,google/recurrentgemma,32vCPU-C7i,float16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | ARC-Challenge,google/recurrentgemma,32vCPU-C7i,float32,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | BBH,google/recurrentgemma,32vCPU-C7i,float32,BBH,headroom,2,2,0.84677,,,,,,,,0.117,1.058,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | GPQA,google/recurrentgemma,32vCPU-C7i,float32,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | GSM8K,google/recurrentgemma,32vCPU-C7i,float32,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | HellaSwag,google/recurrentgemma,32vCPU-C7i,float32,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | IFEval,google/recurrentgemma,32vCPU-C7i,float32,IFEval,headroom,2,2,0.68841,,,,,,,,0.014,1.058,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | MATH Lvl 5,google/recurrentgemma,32vCPU-C7i,float32,MATH Lvl 5,headroom,2,2,0.93354,,,,,,,,0.048,1.058,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | MMLU,google/recurrentgemma,32vCPU-C7i,float32,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | MMLU-PRO,google/recurrentgemma,32vCPU-C7i,float32,MMLU-PRO,headroom,2,2,0.8217,,,,,,,,0.177,1.058,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | MuSR,google/recurrentgemma,32vCPU-C7i,float32,MuSR,headroom,2,2,0.93401,,,,,,,,0.037,1.058,,excluded: front shorter than six points
recurrentgemma | 32vCPU-C7i | float32 | Winogrande,google/recurrentgemma,32vCPU-C7i,float32,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | ARC-Challenge,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | BBH,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | GSM8K,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | HellaSwag,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | IFEval,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | MATH Lvl 5,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | MMLU,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | MMLU-PRO,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | MuSR,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | bfloat16 | Winogrande,togethercomputer/redpajama-incite-base-v1,1xA10,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | ARC-Challenge,togethercomputer/redpajama-incite-base-v1,1xA10,float16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | BBH,togethercomputer/redpajama-incite-base-v1,1xA10,float16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | GSM8K,togethercomputer/redpajama-incite-base-v1,1xA10,float16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | HellaSwag,togethercomputer/redpajama-incite-base-v1,1xA10,float16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | IFEval,togethercomputer/redpajama-incite-base-v1,1xA10,float16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | MATH Lvl 5,togethercomputer/redpajama-incite-base-v1,1xA10,float16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
redpajama-incite-base-v1 | 1xA10 | float16 | MMLU,togethercomputer/redpajama-incite-base-v1,1xA10,float16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
